1,"Abacavir + Lamivudine
Mylan","Abacavirum +
Lamivudinum",tabletki powlekane,"600 mg +
300 mg","30 tabl. w blistrze
30 tabl. w butelce
90 tabl.
60 tabl.","Rpz
Rpz
Rpz
Rpz","5909991292911
5909991292928
5909991292942
5909991292935",Mylan Laboratoires SAS,23429,"Lupin (Europe) Ltd.
Mylan S.A.S.
Hormosan Pharma GmbH","GB
FR
DE"
7315,Pregabalin Teva,Pregabalinum,kapsułki twarde,150 mg,"14 kaps.
56 kaps.","Rp
Rp","5909991254698
5909991254704","Teva Pharmaceuticals
Polska Sp. z o.o.",22921,"Teva UK Ltd.
Merckle GmbH
PLIVA Hrvatska d o.o.
Teva Operations Poland Sp.
z o.o.","GB
DE
HR
PL"
7316,Pregabalin Teva,Pregabalinum,kapsułki twarde,300 mg,"14 kaps.
56 kaps.","Rp
Rp","5909991254766
5909991254773","Teva Pharmaceuticals
Polska Sp. z o.o.",22922,"Teva UK Ltd.
Merckle GmbH
PLIVA Hrvatska d o.o.
Teva Operations Poland Sp.
z o.o.","GB
DE
HR
PL"
7317,Pregagamma,Pregabalinum,kapsułki twarde,25 mg,"14 kaps.
56 kaps.","Rp
Rp","5909991248857
5909991248864","Woerwag Pharma GmbH
& Co. KG",22815,"Delorbis Pharmaceuticals
Ltd.
Sofarimex Industria Quimica
e Farmaceutica SA
GE Pharmaceuticals Ltd","CY
PT
BG"
7318,Pregagamma,Pregabalinum,kapsułki twarde,75 mg,"14 kaps.
56 kaps.","Rp
Rp","5909991248871
5909991248888","Woerwag Pharma GmbH
& Co. KG",22816,"Delorbis Pharmaceuticals
Ltd.
Sofarimex Industria Quimica
e Farmaceutica SA
GE Pharmaceuticals Ltd","CY
PT
BG"
7319,Pregagamma,Pregabalinum,kapsułki twarde,150 mg,"14 kaps.
56 kaps.","Rp
Rp","5909991248895
5909991248901","Woerwag Pharma GmbH
& Co. KG",22817,"Delorbis Pharmaceuticals
Ltd.
Sofarimex Industria Quimica
e Farmaceutica SA
GE Pharmaceuticals Ltd","CY
PT
BG"
7320,Pregagamma,Pregabalinum,kapsułki twarde,300 mg,"14 kaps.
56 kaps.","Rp
Rp","5909991248918
5909991248925","WÖRWAG PHARMA
GmbH & Co.KG",22818,"Delorbis Pharmaceuticals
Ltd.
Sofarimex Industria Quimica
e Farmaceutica SA
GE Pharmaceuticals Ltd","CY
PT
BG"
7321,Pregamid,Pregabalinum,kapsułki twarde,25 mg,"14 szt.
56 szt.","Rp
Rp","5909991244705
5909991244712",G.L. Pharma GmbH,22766,"Delorbis Pharmaceuticals
Ltd.
Sofarimex Industria Quimica
e Farmaceutica SA
G.L. Pharma GmbH","CY
PT
AT"
7322,Pregamid,Pregabalinum,kapsułki twarde,50 mg,"14 szt.
56 szt.","Rp
Rp","5909991244729
5909991244736",G.L. Pharma GmbH,22767,"Delorbis Pharmaceuticals
Ltd.
Sofarimex Industria Quimica
e Farmaceutica SA
G.L. Pharma GmbH","CY
PT
AT"
7323,Pregamid,Pregabalinum,kapsułki twarde,75 mg,"14 szt.
56 szt.","Rp
Rp","5909991244743
5909991244750",G.L. Pharma GmbH,22768,"Delorbis Pharmaceuticals
Ltd.
Sofarimex Industria Quimica
e Farmaceutica SA
G.L. Pharma GmbH","CY
PT
AT"
7324,Pregamid,Pregabalinum,kapsułki twarde,150 mg,"14 szt.
56 szt.","Rp
Rp","5909991244774
5909991244781",G.L. Pharma GmbH,22769,"Delorbis Pharmaceuticals
Ltd.
Sofarimex Industria Quimica
e Farmaceutica SA
G.L. Pharma GmbH","CY
PT
AT"
7325,Preglenix,Pregabalinum,kapsułki twarde,75 mg,"14 kaps.
56 kaps.","Rp
Rp","5902020241362
5902020241379","Glenmark
Pharmaceuticals s.r.o.",22662,"Glenmark Pharmaceuticals
s.r.o.",CZ
7326,Preglenix,Pregabalinum,kapsułki twarde,150 mg,"14 kaps.
56 kaps.","Rp
Rp","5902020241386
5902020241393","Glenmark
Pharmaceuticals s.r.o.",22663,"Glenmark Pharmaceuticals
s.r.o.",CZ
7327,Preglenix,Pregabalinum,kapsułki twarde,300 mg,56 kaps.,Rp,5902020241409,"Glenmark
Pharmaceuticals s.r.o.",22664,"Glenmark Pharmaceuticals
s.r.o.",CZ
7328,Pregnyl,"Gonadotropinum
chorionicum","proszek i
rozpuszczalnik do
sporządzania
roztworu do
wstrzykiwań",5000 j.m.,"1 amp. proszku + 1 amp.
rozp. 1 ml
3 amp. proszku + 3 amp.
rozp. 1 ml","Rp
Rp","5909990713530
5909990158317",N.V. Organon,1583,N.V. Organon,NL
7329,Preheftari,Aripiprazolum,tabletki,5 mg,"14 tabl.
28 tabl.
30 tabl.
56 tabl.
98 tabl.","Rp
Rp
Rp
Rp
Rp","5909991239664
5909991239671
5909991239688
5909991239695
5909991239701",Bioton S.A.,22705,"Balkanpharma-Dupnitsa AD
Actavis Group PTC ehf.
Actavis Ltd.","BG
IS
MT"
7330,Preheftari,Aripiprazolum,tabletki,10 mg,"14 tabl.
28 tabl.
30 tabl.
56 tabl.
98 tabl.","Rp
Rp
Rp
Rp
Rp","5909991239718
5909991239725
5909991239732
5909991239749
5909991239756",Bioton S.A.,22706,"Balkanpharma-Dupnitsa AD
Actavis Group PTC ehf.
Actavis Ltd.","BG
IS
MT"
7331,Preheftari,Aripiprazolum,tabletki,15 mg,"14 tabl.
28 tabl.
30 tabl.
56 tabl.
98 tabl.","Rp
Rp
Rp
Rp
Rp","5909991239824
5909991239831
5909991239848
5909991239855
5909991239862",Bioton S.A.,22707,"Balkanpharma-Dupnitsa AD
Actavis Group PTC ehf.
Actavis Ltd.","BG
IS
MT"
7332,Preheftari,Aripiprazolum,tabletki,30 mg,"14 tabl.
28 tabl.
30 tabl.
56 tabl.
98 tabl.","Rp
Rp
Rp
Rp
Rp","5909991239879
5909991239886
5909991239893
5909991239909
5909991239916",Bioton S.A.,22708,"Balkanpharma-Dupnitsa AD
Actavis Group PTC ehf.
Actavis Ltd.","BG
IS
MT"
7333,Prenessa,Perindoprilum,tabletki,4 mg,"30 tabl. (1 x 30)
30 tabl. (2 x 15)
30 tabl. (3 x 10)","Rp
Rp
Rp","5909990569311
5909990569304
5909990569328",Krka Polska Sp. z o.o.,12238,"Krka, d.d., Novo mesto
Krka Polska Sp. z o.o.","SI
PL"
7334,Prenessa,"tert-Butylamini
perindoprilum",tabletki,8 mg,30 tabl.,Rp,5909990662494,Krka Polska Sp. z o.o.,14829,"Krka, d.d., Novo mesto
Krka Polska Sp. z o.o.
TAD Pharma GmbH","SI
PL
DE"
7335,Prenessa Q-Tab,"tert-Butylamini
perindoprilum","tabletki ulegające
rozpadowi w jamie
ustnej",4 mg,"28 tabl.
30 tabl.
50 tabl.
56 tabl.
60 tabl.
84 tabl.
90 tabl.
100 tabl.","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","5909991003760
5909991003777
5909991003784
5909991003791
5909991003807
5909991003838
5909991003845
5909991003852",Krka Polska Sp. z o.o.,20465,"Krka, d.d., Novo mesto
TAD Pharma GmbH","SI
DE"
7336,Prenessa Q-Tab,"tert-Butylamini
perindoprilum","tabletki ulegające
rozpadowi w jamie
ustnej",8 mg,"28 tabl.
30 tabl.
50 tabl.
56 tabl.
60 tabl.
84 tabl.
90 tabl.
100 tabl.","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","5909991003869
5909991003876
5909991003883
5909991003890
5909991003906
5909991003920
5909991003937
5909991003944",Krka Polska Sp. z o.o.,20466,"Krka, d.d., Novo mesto
Tad Pharma GmbH","SI
DE"
7337,Prenome,Omeprazolum,"kapsułki dojelitowe,
twarde",10 mg,"14 kaps. w butelce
14 kaps. w blistrach
28 kaps. w blistrach
28 kaps. w butelce
14 kaps. w blistrach
28 kaps. w blistrach","Rp
Rp
Rp
Rp
Rp
Rp","5909991203092
5909991203108
5909991203115
5909991203122
5909991272760
5909991272777",Mercapharm Sp. z o.o.,22252,Laboratorios Dr. Esteve S.A.,ES
7338,Prenome,Omeprazolum,"kapsułki dojelitowe,
twarde",20 mg,"14 kaps. w butelce
14 kaps. w blistrach
28 kaps. w butelce
28 kaps. w blistrach
14 kaps. w blistrach
28 kaps. w butelce","Rp
Rp
Rp
Rp
Rp
Rp","5909991203160
5909991203177
5909991203184
5909991203191
5909991272746
5909991272753",Mercapharm Sp. z o.o.,22253,Laboratorios Dr. Esteve S.A.,ES
7339,Prenome,Omeprazolum,"kapsułki dojelitowe,
twarde",40 mg,"14 kaps. w butelce
14 kaps. w blistrach
28 kaps. w butelce
28 kaps. w blistrach
14 kaps. w blistrach
28 kaps. w blistrach","Rp
Rp
Rp
Rp
Rp
Rp","5909991203207
5909991203214
5909991203221
5909991203238
5909991272722
5909991272739",Mercapharm Sp. z o.o.,22254,Laboratorios Dr. Esteve S.A.,ES
7340,Prepidil,Dinoprostonum,żel do szyjki macicy,"0,5 mg/3 g",1 strzyk. 3 g,Lz,5909990155019,Pfizer Europe MA EEIG,1550,"Pfizer Manufacturing
Belgium NV",BE
7341,Presartan,Losartanum kalicum,tabletki powlekane,50 mg,30 tabl.,Rp,5909990724345,"PharmaSwiss Ceska
Republika s.r.o.",15808,"Specifar SA
Valeant sp. z o.o. sp. j.","GR
PL"
7342,Presartan,Losartanum kalicum,tabletki powlekane,100 mg,30 tabl.,Rp,5909990724352,"PharmaSwiss Ceska
Republika s.r.o.",15807,"Specifar SA
Valeant sp. z o.o. sp. j.","GR
PL"
7343,Presartan H,"Losartanum kalicum +
Hydrochlorothiazidum",tabletki powlekane,"50 mg +
12,5 mg",30 tabl.,Rp,5909990721641,"PharmaSwiss Ceska
Republika s.r.o.",15714,"Specifar SA
ICN Polfa Rzeszów S.A.
Valeant sp. z o.o. sp. j.","GR
PL
PL"
7344,Presartan H,"Losartanum kalicum +
Hydrochlorothiazidum",tabletki powlekane,"100 mg + 25
mg",30 tabl.,Rp,5909990721894,"PharmaSwiss Ceska
Republika s.r.o.",15715,"ICN Polfa Rzeszów S.A.
Specifar SA
Valeant sp. z o.o. sp. j.","PL
GR
PL"
7345,Presomyl,Perindoprilum argininum,tabletki powlekane,"2,5 mg","10 tabl.
14 tabl.
30 tabl. w blistrze
30 tabl. w butelce
60 tabl. w blistrze
60 tabl. w butelce
90 tabl. w blistrze
90 tabl. w butelce
100 tabl. w blistrze
100 tabl. w butelce","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","5909990988488
5909990988495
5909990988501
5909990988563
5909990988532
5909990988570
5909990988549
5909990988587
5909990988556
5909990988594",Generics [UK] Ltd.,20286,"McDermott Laboratories
Limited (t/a Gerard
Laboratories)",IE
7346,Presomyl,Perindoprilum argininum,tabletki powlekane,5 mg,"10 tabl.
14 tabl.
30 tabl. w blistrze
30 tabl. w butelce
60 tabl. w blistrze
60 tabl. w butelce
90 tabl. w blistrze
90 tabl. w butelce
100 tabl. w blistrze
100 tabl. w butelce","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","5909990988600
5909990988624
5909990988631
5909990988679
5909990988648
5909990988686
5909990988655
5909990988693
5909990988662
5909990988709",Generics [UK] Ltd.,20287,"McDermott Laboratories
Limited (t/a Gerard
Laboratories)",IE
7347,Presomyl,Perindoprilum argininum,tabletki powlekane,10 mg,"10 tabl.
14 tabl.
30 tabl. w blistrze
30 tabl. w butelce
60 tabl. w blistrze
60 tabl. w butelce
90 tabl. w blistrze
90 tabl. w butelce
100 tabl. w blistrze
100 tabl. w butelce","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","5909990988747
5909990988754
5909990988761
5909990988808
5909990988778
5909990988822
5909990988785
5909990988839
5909990988792
5909990988846",Generics [UK] Ltd.,20288,"McDermott Laboratories
Limited (t/a Gerard
Laboratories)",IE
7348,"Prestarium 2,5 mg",Perindoprilum argininum,tabletki powlekane,"2,5 mg","30 tabl.
90 tabl.","Rp
Rp","5909990337750
5909990337767",Les Laboratoires Servier,11796,"Les Laboratoires Servier
Industrie
Servier (Ireland) Industries
Ltd. (SII)","FR
IE"
7349,Prestarium 5 mg,Perindoprilum argininum,tabletki powlekane,5 mg,"30 tabl.
90 tabl.","Rp
Rp","5909990337774
5909990337781",Les Laboratoires Servier,11797,"Les Laboratoires Servier
Industrie
Servier (Ireland) Industries
Ltd. (SII)
Anpharm Przedsiębiorstwo
Farmaceutyczne S.A.","FR
IE
PL"
7350,Prestarium 10 mg,Perindoprilum argininum,tabletki powlekane,10 mg,"30 tabl.
90 tabl.","Rp
Rp","5909990336081
5909990336098",Les Laboratoires Servier,11772,"Les Laboratoires Servier
Industrie
Servier (Ireland) Industries
Ltd. (SII)
Anpharm Przedsiębiorstwo
Farmaceutyczne S.A.","FR
IE
PL"
7351,Prestilol,"Bisoprololi fumaras +
Perindoprilum argininum",tabletki powlekane,5 mg + 5 mg,"30 tabl.
90 tabl.
100 tabl.","Rp
Rp
Rp","5901571320489
5901571320564
5901571320496",Les Laboratoires Servier,22888,"Anpharm Przedsiębiorstwo
Farmaceutyczne S.A.
Les Laboratoires Servier
Industrie
Servier (Ireland) Industries
Ltd.
EGIS Pharmaceuticals PLC","PL
FR
IE
HU"
7352,Prestilol,"Bisoprololi fumaras +
Perindoprilum argininum",tabletki powlekane,"5 mg + 10
mg","30 tabl.
90 tabl.
100 tabl.","Rp
Rp
Rp","5901571320502
5901571320571
5901571320519",Les Laboratoires Servier,22889,"Anpharm Przedsiębiorstwo
Farmaceutyczne S.A.
Les Laboratoires Servier
Industrie
Servier (Ireland) Industries
Ltd.
EGIS Pharmaceuticals PLC","PL
FR
IE
HU"
7353,Prestilol,"Bisoprololi fumaras +
Perindoprilum argininum",tabletki powlekane,"10 mg + 5
mg","30 tabl.
90 tabl.
100 tabl.","Rp
Rp
Rp","5901571320526
5901571320588
5901571320533",Les Laboratoires Servier,22890,"Anpharm Przedsiębiorstwo
Farmaceutyczne S.A.
Les Laboratoires Servier
Industrie
Servier (Ireland) Industries
Ltd.
EGIS Pharmaceuticals PLC","PL
FR
IE
HU"
7354,Prestilol,"Bisoprololi fumaras +
Perindoprilum argininum",tabletki powlekane,"10 mg + 10
mg","30 tabl.
90 tabl.
100 tabl.","Rp
Rp
Rp","5901571320540
5901571320595
5901571320557",Les Laboratoires Servier,22891,"Anpharm Przedsiębiorstwo
Farmaceutyczne S.A.
Les Laboratoires Servier
Industrie
Servier (Ireland) Industries
Ltd.
EGIS Pharmaceuticals PLC","PL
FR
IE
HU"
7355,Prestozek Combi,"tert-Butylamini
perindoprilum +
Amlodipinum",tabletki,4 mg + 5 mg,"30 tabl.
60 tabl.
90 tabl.","Rp
Rp
Rp","5906414001839
5906414001846
5906414001853",Adamed Sp. z o.o.,23156,"Adamed Sp. z o.o.
Pabianickie Zakłady
Farmaceutyczne Polfa S.A.","PL
PL"
7356,Prestozek Combi,"tert-Butylamini
perindoprilum +
Amlodipinum",tabletki,"4 mg + 10
mg","30 tabl.
60 tabl.
90 tabl.","Rp
Rp
Rp","5906414001860
5906414001877
5906414001884",Adamed Sp. z o.o.,23157,"Adamed Sp. z o.o.
Pabianickie Zakłady
Farmaceutyczne Polfa S.A.","PL
PL"
7357,Prestozek Combi,"tert-Butylamini
perindoprilum +
Amlodipinum",tabletki,8 mg + 5 mg,"30 tabl.
60 tabl.
90 tabl.","Rp
Rp
Rp","5906414001891
5906414001907
5906414001914",Adamed Sp. z o.o.,23158,"Adamed Sp. z o.o.
Pabianickie Zakłady
Farmaceutyczne Polfa S.A.","PL
PL"
7358,Prestozek Combi,"tert-Butylamini
perindoprilum +
Amlodipinum",tabletki,"8 mg + 10
mg","30 tabl.
60 tabl.
90 tabl.","Rp
Rp
Rp","5906414001921
5906414001938
5906414001945",Adamed Sp. z o.o.,23159,"Adamed Sp. z o.o.
Pabianickie Zakłady
Farmaceutyczne Polfa S.A.","PL
PL"
7359,Pridinol Alvogen,Pridinoli hydrochloridum,tabletki,5 mg,50 tabl.,Rp,5909990201815,Alvogen IPCo S.a.r.l.,2018,Mako Pharma Sp. z o.o.,PL
7360,Priligy,Dapoxetinum,tabletki powlekane,30 mg,"3 tabl.
6 tabl.","Rp
Rp","5909990997503
5909990997541",Berlin-Chemie AG,20412,Janssen Cilag S.p.A,IT
7361,Priligy,Dapoxetinum,tabletki powlekane,60 mg,"1 tabl.
2 tabl.
3 tabl.
6 tabl.","Rp
Rp
Rp
Rp","5909990997558
5909990997565
5909990997572
5909990997589",Berlin-Chemie AG,20413,Janssen Cilag S.p.A,IT
7362,Prilotekal,Prilocaini hydrochloridum,"roztwór do
wstrzykiwań",20 mg/ml,10 amp. 5 ml,Lz,5909991140977,"L.Molteni & C. dei F.lii
Alitti Societa di Esercizio
S.p.A.",21926,"L. Molteni & C. dei F.lli Alitti
Società Di Esercizio SpA",IT
7363,Primacor,"Lercanidipini
hydrochloridum",tabletki powlekane,10 mg,"14 tabl.
28 tabl.
60 tabl.
90 tabl.","Rp
Rp
Rp
Rp","5909990928514
5909990928521
5909990801886
5909990801893",Berlin-Chemie AG,9285,"Recordati Industria Chimica
e Farmaceutica S.p.A
Berlin-Chemie AG (Menarini
Group)","IT
DE"
7364,Primacor,"Lercanidipini
hydrochloridum",tabletki powlekane,20 mg,"7 tabl.
14 tabl.
28 tabl.
35 tabl.
42 tabl.
50 tabl.
56 tabl.
60 tabl.
90 tabl.
98 tabl.
100 tabl.","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","5909990834587
5909990834594
5909990834600
5909990834631
5909990834648
5909990834655
5909990834662
5909990875252
5909990875269
5909990834679
5909990834686",Berlin-Chemie AG,17457,"Berlin-Chemie AG (Menarini
Group)
Recordati Industria Chimica
e Farmaceutica S.p.A","DE
IT"
7365,Primadex,"Dexamethasonum +
Neomycini sulfas +
Polymyxini B sulfas","krople do oczu,
zawiesina","(1 mg +
3500 j.m. +
60000
j.m.)/ml",1 butelka 5 ml,Rp,5909991203733,"Warszawskie Zakłady
Farmaceutyczne POLFA
S.A.",22225,"Warszawskie Zakłady
Farmaceutyczne POLFA
S.A.",PL
7366,Primasept Med,"Alcohol isopropylicus +
Propanolum + 2-
Biphenylolum",roztwór na skórę,"(8 g + 10 g
+ 2 g)/100 g","1 butelka 450 ml
1 butelka 500 ml
1 butelka 1 l
1 kanister 5 l","OTC
OTC
OTC
OTC","5909990425358
5909990667659
5909990425365
5909990425372",Schuelke & Mayr GmbH,13043,Schuelke and Mayr GmbH,DE
7367,Primene 10%,Produkt złożony,roztwór do infuzji,-,"1 butelka 100 ml
1 butelka 250 ml
1 butelka 500 ml
1 butelka 1000 ml","Lz
Lz
Lz
Lz","5909990262113
5909990262120
5909990262137
5909990262144",Baxter Polska Sp. z o.o.,2621,Bieffe Medital S.p.A.,IT
7368,Primolut-Nor,Norethisteroni acetas,tabletki,5 mg,20 tabl.,Rp,5909990668106,Bayer Pharma AG,2225,"Schering GmbH und Co.
Productions KG
Bayer Pharma AG","DE
DE"
7369,Primovist,Dinatrii gadoxetas,"roztwór do
wstrzykiwań","0,25
mmol/ml","1 amp.-strzyk. 5 ml
1 amp.-strzyk. 7,5 ml
1 amp.-strzyk. 10 ml
5 amp.-strzyk. 5 ml
5 amp.-strzyk. 7,5 ml
5 amp.-strzyk. 10 ml
10 amp.-strzyk. 5 ml
10 amp.-strzyk. 7,5 ml
10 amp.-strzyk. 10 ml
1 amp.-strzyk. 10 ml
1 amp.-strzyk. 5 ml
5 amp.-strzyk. 5 ml
5 amp.-strzyk. 10 ml
10 amp.-strzyk. 5 ml
10 amp.-strzyk. 10 ml","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","5909990014231
5909990014262
5909990014309
5909990014248
5909990014279
5909990014330
5909990014255
5909990014293
5909990014347
5909991263645
5909991263652
5909991263669
5909991263676
5909991263683
5909991263690",Bayer Pharma AG,11140,Bayer Pharma AG,DE
7370,Prinivil,Lisinoprilum,tabletki,5 mg,28 tabl.,Rp,5909990486410,MSD Polska Sp. z o.o.,4864,Merck Sharp & Dohme B.V.,NL
7371,Prinivil,Lisinoprilum,tabletki,10 mg,28 tabl.,Rp,5909990486519,MSD Polska Sp. z o.o.,4865,Merck Sharp & Dohme B.V.,NL
7372,Prinivil,Lisinoprilum,tabletki,20 mg,28 tabl.,Rp,5909990486618,MSD Polska Sp. z o.o.,4866,Merck Sharp & Dohme B.V.,NL
7373,Priorix,"Szczepionka przeciw
odrze, śwince i różyczce,
żywa","proszek i
rozpuszczalnik do
sporządzania
roztworu do
wstrzykiwań",,"1 fiol. proszku + 1 amp.-
strzyk. rozp.
1 fiol. proszku + 1 amp.-
strzyk. rozp. + 2 igły
1 fiol. proszku + 1 amp.
rozp.
10 fiol. proszku + 10 amp.-
strzyk. rozp.
10 fiol. proszku + 10 amp.-
strzyk. rozp. + 20 igieł
10 fiol. proszku + 10 amp.
rozp.
20 fiol. proszku + 20 amp.-
strzyk. rozp. + 20 igieł
20 fiol. proszku + 20 amp.-
strzyk. rozp.
20 fiol. proszku + 20 amp.
rozp.
25 fiol. proszku + 25 amp.-
strzyk. rozp.
25 fiol. proszku + 25 amp.-
strzyk. rozp. + 50 igieł
25 fiol. proszku + 25 amp.-
strzyk. rozp.
40 fiol. proszku + 40 amp.-
strzyk. rozp. + 40 igieł
40 fiol. proszku + 40 amp.-
strzyk. rozp.
40 fiol. proszku + 40 amp.
rozp.
100 fiol. proszku + 100
amp.-strzyk. rozp.
100 fiol. proszku + 100
amp.-strzyk. rozp. + 200
igieł
100 fiol. proszku + 100
amp. rozp.","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","5909990483051
5909990483099
5909990483136
5909990483068
5909990483105
5909990483143
5909991074371
5909991074463
5909991074487
5909990483075
5909990483112
5909990483150
5909991074388
5909991074470
5909991074494
5909990483082
5909990483129
5909990483167","GlaxoSmithKline
Biologicals S.A.",4830,"GlaxoSmithKline Biologicals
S.A.",BE
7374,Priorix-Tetra,"Szczepionka przeciw
odrze, śwince, różyczce,
i ospie wietrznej, żywa","proszek i
rozpuszczalnik do
sporządzania
roztworu do
wstrzykiwań",-,"1 fiol. proszku + 1 amp.
rozp.
1 fiol. proszku + 1 fiol.
rozpuszczalnika
10 fiol. proszku + 10 amp.
rozp.
10 fiol. proszku + 10 fiol.
rozpuszczalnika
100 fiol. proszku + 100
amp. rozp.
100 fiol. proszku + 100 fiol.
rozpuszczalnika","Rp
Rp
Rp
Rp
Rp
Rp","5909990083138
5909990083145
5909990083152
5909990083183
5909990083169
5909990083190","GlaxoSmithKline
Biologicals S.A.",14232,"GlaxoSmithKline Biologicals
S.A.",BE
7375,Priorix-Tetra,"Szczepionka przeciw
odrze, śwince, różyczce,
i ospie wietrznej, żywa","proszek i
rozpuszczalnik do
sporządzania
roztworu do
wstrzykiwań w amp.
strzyk.",-,"1 fiol. proszku + 1 amp.-
strzyk. rozp.
1 fiol. proszku + 1 amp.-
strzyk. rozp. + 2 igły
10 fiol. proszku + 10 amp.-
strzyk. rozp.
10 fiol. proszku + 10 amp.-
strzyk. rozp. + 20 igieł
20 fiol. proszku + 20 amp.-
strzyk. rozp.
50 fiol. proszku + 50 amp.-
strzyk. rozp.","Rp
Rp
Rp
Rp
Rp
Rp","5909990083022
5909990083046
5909990083060
5909990083084
5909990083107
5909990083121","GlaxoSmithKline
Biologicals S.A.",14231,"GlaxoSmithKline Biologicals
S.A.",BE
7376,Prismasol,Produkt złożony,"roztwór do
hemofiltracji i
hemodializy",-,2 worki 5000 ml,Lz,5909990739080,Gambro Lundia AB,16148,Gambro Dasco S.p.A.,IT
7377,Prismasol,Produkt złożony,"roztwór do
hemofiltracji i
hemodializy",-,2 worki 5000 ml,Lz,5909990739073,Gambro Lundia AB,16147,Gambro Dasco S.p.A.,IT
7378,Prixina,Prulifloxacinum,tabletki powlekane,600 mg,"1 tabl.
2 tabl.
5 tabl.
10 tabl.","Rp
Rp
Rp
Rp","5909990339297
5909990339303
5909990339327
5909990339334","Aziende Chimiche Riunite
Angelini Francesco
A.C.R.A.F. S.p.A.",11841,"Aziende Chimiche Riunite
Angelini Francesco
A.C.R.A.F. S.p.A.",IT
7379,Proaxon,Citicolinum,roztwór doustny,"1000 mg/10
ml",10 sasz. 10 ml,Rp,5909991232047,Biofarm Sp. z o.o.,22589,"STE PHARMA SYSTEMS,
S.L.
Galenicum Health, S.L.
SAG Manufacturing S.L.U.","ES
ES
ES"
7380,Probeven,Glucosamini sulfas,tabletki powlekane,750 mg,"8 tabl.
8 tabl. w butelce
10 tabl.
10 tabl. w butelce
12 tabl.
12 tabl. w butelce
14 tabl.
14 tabl. w butelce
20 tabl.
20 tabl. w butelce
28 tabl.
28 tabl. w butelce
30 tabl.
30 tabl. w butelce
56 tabl.
56 tabl. w butelce
60 tabl.
60 tabl. w butelce
112 tabl.
112 tabl. w butelce
120 tabl.
120 tabl. w butelce
168 tabl.
168 tabl. w butelce
180 tabl.
180 tabl. w butelce
336 tabl.
336 tabl. w butelce
360 tabl.
360 tabl. w butelce","OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC","5909991047962
5909991048198
5909991047979
5909991048204
5909991047986
5909991048273
5909991047993
5909991048280
5909991048006
5909991048297
5909991048037
5909991048303
5909991048044
5909991048372
5909991048051
5909991048389
5909991048068
5909991048396
5909991048075
5909991048402
5909991048082
5909991048433
5909991048099
5909991048440
5909991048105
5909991048457
5909991048174
5909991048464
5909991048181
5909991048471",Proenzi s.r.o,20989,"Millmount Healthcare
Chanelle Medical
Walmark a.s.","IE
IE
CZ"
7381,Probeven,Glucosamini sulfas,tabletki powlekane,1500 mg,"7 tabl. w butelce
7 tabl. w blistrach
10 tabl. w butelce
10 tabl. w blistrach
14 tabl. w butelce
14 tabl. w blistrach
20 tabl. w blistrach
20 tabl. w butelce
21 tabl. w blistrach
21 tabl. w butelce
28 tabl. w blistrach
28 tabl. w butelce
30 tabl. w blistrach
30 tabl. w butelce
56 tabl. w blistrach
56 tabl. w butelce
60 tabl. w blistrach
60 tabl. w butelce
84 tabl. w blistrach
84 tabl. w butelce
90 tabl. w blistrach
90 tabl. w butelce
168 tabl. w blistrach
168 tabl. w butelce
180 tabl. w blistrach
180 tabl. w butelce","OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC","5909991221409
5909991221270
5909991221416
5909991221287
5909991221423
5909991221300
5909991221294
5909991221430
5909991221317
5909991221447
5909991221324
5909991221454
5909991221331
5909991221461
5909991221348
5909991221478
5909991221355
5909991221485
5909991221362
5909991221492
5909991221379
5909991221508
5909991221386
5909991221515
5909991221393
5909991221522",Proenzi s.r.o,22438,"Chanelle Medical
Walmark a.s.
Millmount Healthcare Ltd","IE
CZ
IE"
7382,Procto-Glyvenol,"Tribenosidum +
Lidocainum","czopki
doodbytnicze","400 mg + 40
mg",10 szt.,OTC,5391519920466,Recordati Ireland Limited,2083,Delpharm Huningue S.A.S.,FR
7383,Procto-Glyvenol,"Tribenosidum + Lidocaini
hydrochloridum",krem doodbytniczy,"(50 mg + 20
mg)/g",1 op. 3 g,OTC,5391519920473,Recordati Ireland Limited,2084,"Novartis Consumer Health
GmbH
Recordati Industria Chimica
e Farmaceutica S.p.A","DE
IT"
